Dataset ID,Question,Category,Sub-Category,Difficulty,Source,Company
289,Tell me about a time when you had to address a conflict that was affecting team performance.,Behavioral,Conflict Resolution,Medium,Interview Prep,Microsoft
290,Describe a situation where you had to use negotiation skills to resolve a conflict.,Behavioral,Conflict Resolution,Medium,Interview Prep,Amazon
291,Tell me about a time when you took initiative on a project without being asked.,Behavioral,Initiative,Medium,Interview Prep,Google
292,Describe a situation where you identified and implemented a process improvement.,Behavioral,Initiative,Medium,Interview Prep,Microsoft
293,Tell me about a time when you went above and beyond your job responsibilities.,Behavioral,Initiative,Medium,Interview Prep,Amazon
294,Describe a situation where you identified a problem and took steps to fix it before being asked.,Behavioral,Initiative,Medium,Interview Prep,Facebook
295,Tell me about a time when you initiated a project that created value for your organization.,Behavioral,Initiative,Medium,Interview Prep,Apple
296,Describe a situation where you sought out additional responsibilities to develop your skills.,Behavioral,Initiative,Medium,Interview Prep,Netflix
297,Tell me about a time when you proposed and implemented a new idea or solution.,Behavioral,Initiative,Medium,Interview Prep,Google
298,Describe a situation where you took ownership of a project or task without being assigned.,Behavioral,Initiative,Medium,Interview Prep,Microsoft
299,Tell me about a time when you identified a gap in your knowledge and took steps to address it.,Behavioral,Initiative,Medium,Interview Prep,Amazon
300,Describe a situation where you initiated collaboration with another team or department.,Behavioral,Initiative,Medium,Interview Prep,Facebook
301,Tell me about a time when you had to deal with a difficult customer or client.,Behavioral,Customer Service,Medium,Interview Prep,Amazon
302,Describe a situation where you had to go above and beyond to meet a customer's needs.,Behavioral,Customer Service,Medium,Interview Prep,Apple
303,Tell me about a time when you had to turn an unhappy customer into a satisfied one.,Behavioral,Customer Service,Medium,Interview Prep,Zappos
304,Describe a situation where you had to balance customer satisfaction with business constraints.,Behavioral,Customer Service,Medium,Interview Prep,Microsoft
305,Tell me about a time when you had to say no to a customer request.,Behavioral,Customer Service,Hard,Interview Prep,Google
306,Describe a situation where you had to manage customer expectations during a challenging situation.,Behavioral,Customer Service,Medium,Interview Prep,Amazon
307,Tell me about a time when you received feedback from a customer and used it to improve a product or service.,Behavioral,Customer Service,Medium,Interview Prep,Apple
308,Describe a situation where you had to handle multiple customer inquiries or issues simultaneously.,Behavioral,Customer Service,Medium,Interview Prep,Zendesk
309,Tell me about a time when you had to explain a technical issue to a non-technical customer.,Behavioral,Customer Service,Medium,Interview Prep,Microsoft
310,Describe a situation where you had to implement or improve a customer service process.,Behavioral,Customer Service,Medium,Interview Prep,Salesforce
311,Tell me about a time when you had to learn from a failure or mistake.,Behavioral,Resilience,Medium,Interview Prep,Google
312,Describe a situation where you faced a significant setback and how you overcame it.,Behavioral,Resilience,Medium,Interview Prep,Microsoft
313,Tell me about a time when you received critical feedback and how you responded to it.,Behavioral,Resilience,Medium,Interview Prep,Amazon
314,Describe a situation where you had to persist through multiple obstacles to achieve a goal.,Behavioral,Resilience,Hard,Interview Prep,Facebook
315,Tell me about a time when you had to bounce back from a professional disappointment.,Behavioral,Resilience,Medium,Interview Prep,Apple
316,Describe a situation where you had to maintain a positive attitude during a challenging project.,Behavioral,Resilience,Medium,Interview Prep,Netflix
317,Tell me about a time when you had to adapt to a significant change or setback.,Behavioral,Resilience,Medium,Interview Prep,Google
318,Describe a situation where you had to persevere through a long-term challenge.,Behavioral,Resilience,Medium,Interview Prep,Microsoft
319,Tell me about a time when you had to manage stress during a high-pressure situation.,Behavioral,Resilience,Medium,Interview Prep,Amazon
320,Describe a situation where you had to motivate yourself to continue despite difficulties.,Behavioral,Resilience,Medium,Interview Prep,Facebook
321,Tell me about a time when you had to set and achieve a challenging personal or professional goal.,Behavioral,Goal Setting,Medium,Interview Prep,Google
322,Describe a situation where you had to establish metrics to track progress toward a goal.,Behavioral,Goal Setting,Medium,Interview Prep,Microsoft
323,Tell me about a time when you had to adjust your goals due to changing circumstances.,Behavioral,Goal Setting,Medium,Interview Prep,Amazon
324,Describe a situation where you helped a team member set and achieve their goals.,Behavioral,Goal Setting,Medium,Interview Prep,Facebook
325,Tell me about a time when you failed to meet a goal and what you learned from it.,Behavioral,Goal Setting,Medium,Interview Prep,Apple
326,Describe a situation where you had to break down a large goal into manageable steps.,Behavioral,Goal Setting,Medium,Interview Prep,Netflix
327,Tell me about a time when you had to align your personal goals with organizational objectives.,Behavioral,Goal Setting,Medium,Interview Prep,Google
328,Describe a situation where you had to prioritize between competing goals.,Behavioral,Goal Setting,Medium,Interview Prep,Microsoft
329,Tell me about a time when you had to set ambitious but realistic goals for a project.,Behavioral,Goal Setting,Medium,Interview Prep,Amazon
330,Describe a situation where you had to create a plan to achieve a long-term goal.,Behavioral,Goal Setting,Medium,Interview Prep,Facebook
331,Tell me about a time when you had to mentor or coach someone.,Behavioral,Mentoring,Medium,Interview Prep,Google
332,Describe a situation where you helped a colleague develop their skills.,Behavioral,Mentoring,Medium,Interview Prep,Microsoft
333,Tell me about a time when you had to provide constructive feedback to help someone improve.,Behavioral,Mentoring,Medium,Interview Prep,Amazon
334,Describe a situation where you had to adapt your coaching style to different individuals.,Behavioral,Mentoring,Medium,Interview Prep,Facebook
335,Tell me about a time when you helped someone overcome a performance challenge.,Behavioral,Mentoring,Medium,Interview Prep,Apple
336,Describe a situation where you had to mentor someone from a different background or experience level.,Behavioral,Mentoring,Medium,Interview Prep,Netflix
337,Tell me about a time when you had to balance being supportive with challenging someone to grow.,Behavioral,Mentoring,Medium,Interview Prep,Google
338,Describe a situation where you had to create a development plan for a team member.,Behavioral,Mentoring,Medium,Interview Prep,Microsoft
339,Tell me about a time when you had to provide guidance during a difficult situation.,Behavioral,Mentoring,Medium,Interview Prep,Amazon
340,Describe a situation where you had to identify and nurture potential in someone else.,Behavioral,Mentoring,Medium,Interview Prep,Facebook
341,Tell me about a time when you had to work with people from different cultural backgrounds.,Behavioral,Diversity & Inclusion,Medium,Interview Prep,Google
342,Describe a situation where you had to address unconscious bias in the workplace.,Behavioral,Diversity & Inclusion,Medium,Interview Prep,Microsoft
343,Tell me about a time when you had to ensure diverse perspectives were included in a decision.,Behavioral,Diversity & Inclusion,Medium,Interview Prep,Amazon
344,Describe a situation where you had to adapt your communication style for cultural differences.,Behavioral,Diversity & Inclusion,Medium,Interview Prep,Facebook
345,Tell me about a time when you had to create an inclusive environment for team members.,Behavioral,Diversity & Inclusion,Medium,Interview Prep,Apple
346,Describe a situation where you had to advocate for diversity or inclusion in your workplace.,Behavioral,Diversity & Inclusion,Medium,Interview Prep,Netflix
347,Tell me about a time when you learned from someone with a different background or perspective.,Behavioral,Diversity & Inclusion,Medium,Interview Prep,Google
348,Describe a situation where you had to address exclusionary behavior or language.,Behavioral,Diversity & Inclusion,Hard,Interview Prep,Microsoft
349,Tell me about a time when diversity in a team led to better outcomes or innovation.,Behavioral,Diversity & Inclusion,Medium,Interview Prep,Amazon
350,Describe a situation where you had to ensure equitable treatment or opportunities for all team members.,Behavioral,Diversity & Inclusion,Medium,Interview Prep,Facebook
351,Tell me about a time when you had to manage a project from start to finish.,Behavioral,Project Management,Medium,Interview Prep,Google
352,Describe a situation where you had to coordinate resources across multiple teams or departments.,Behavioral,Project Management,Medium,Interview Prep,Microsoft
353,Tell me about a time when you had to adjust a project plan due to unexpected challenges.,Behavioral,Project Management,Medium,Interview Prep,Amazon
354,Describe a situation where you had to manage stakeholder expectations during a project.,Behavioral,Project Management,Medium,Interview Prep,Facebook
355,Tell me about a time when you had to lead a project with limited authority over team members.,Behavioral,Project Management,Hard,Interview Prep,Apple
356,Describe a situation where you had to manage scope creep in a project.,Behavioral,Project Management,Medium,Interview Prep,Netflix
357,Tell me about a time when you had to track and report on project metrics or KPIs.,Behavioral,Project Management,Medium,Interview Prep,Google
358,Describe a situation where you had to manage risks in a complex project.,Behavioral,Project Management,Medium,Interview Prep,Microsoft
359,Tell me about a time when you had to manage a project with tight budget constraints.,Behavioral,Project Management,Medium,Interview Prep,Amazon
360,Describe a situation where you had to close out a project and capture lessons learned.,Behavioral,Project Management,Medium,Interview Prep,Facebook
